"gene","logFC","logCPM","PValue","FDR"
"ORAI1|84876",-0.216831588321535,5.26125346298564,0.0202328423754243,0.0522075071578513
"SLC6A11|6538",0.693116409593131,1.51273683581707,0.0202334179309083,0.0522075071578513
"FBXO17|115290",0.488490377151979,4.68946299491613,0.0202491739417208,0.052239408532176
"CWC15|51503",-0.235661126686527,5.6255185483001,0.0202747703584494,0.0522966815326236
"ABCC3|8714",0.491697828339502,4.08401628387306,0.0202803660420468,0.05230235415868
"GALNT6|11226",-0.349465991704243,5.97389032734757,0.0202934338501874,0.0523272920058666
"CD79B|974",-0.515653213442578,0.971323165196713,0.0203142079644456,0.0523720891418882
"KCTD1|284252",-0.344263330036827,6.72151165463457,0.0203211456139754,0.0523812054418492
"WDR6|11180",0.231302069737143,7.41503468750131,0.0203363538789944,0.0524116340389347
"FAM164A|51101",0.263865038662664,4.10628290000532,0.0203724291922063,0.0524958228130498
"ZNF644|84146",-0.180985672378892,5.79556594364667,0.0203773126685707,0.05249962151302
"FAM189B|10712",-0.211897684277726,6.55897783777395,0.0203865239092606,0.0525145670255445
"ALAD|210",0.197451753938904,5.5149652772172,0.0204339291625711,0.0526269385432269
"CDC6|990",-0.280277946935841,4.092319854492,0.0204369824331773,0.0526269385432269
"C2orf54|79919",0.641447458472776,3.62508850692812,0.020452414972853,0.0526516281667799
"FLJ13197|79667",0.425494025011174,1.27871929748346,0.0204534086430078,0.0526516281667799
"SNX27|81609",-0.173871295710353,5.52802263587559,0.0204648393467399,0.0526722482200315
"RGS1|5996",-0.428571947795362,5.86407661222921,0.0204806976264833,0.0527010351995245
"TXLNG|55787",-0.227783027776468,3.77416283838865,0.0204828687362267,0.0527010351995245
"BCAP31|10134",-0.248068191683894,7.56193712479673,0.0204969002377846,0.0527283272237963
"GRM4|2914",0.65809961617769,2.34494581496108,0.02053936816644,0.0528287506923349
"MMGT1|93380",-0.196752828011802,5.85621238980418,0.0205753274631592,0.0529124027396775
"PLEKHA1|59338",0.220195436279177,5.60882598522366,0.0205890336951605,0.0529388094626442
"USP9X|8239",-0.23408880231665,7.52940193482382,0.0206170487047172,0.053001992154247
"MCL1|4170",-0.203536454791688,8.52484390030749,0.0206215251778321,0.0530046513459251
"NUDT17|200035",-0.324969654237964,1.74415249638429,0.0206397087266176,0.0530425358279681
"CCDC85C|317762",0.305754324373417,6.14438772422231,0.020664524491595,0.0530974491316656
"MORC4|79710",0.286192283676462,4.09613513015608,0.0207240889448528,0.0532416158928575
"COL13A1|1305",0.636866971694026,3.17233903330453,0.0207382327037819,0.0532690651218579
"CRBN|51185",-0.204325782734474,5.13056335383928,0.020752380934743,0.0532965166801381
"PRR15|222171",-0.408081637057732,4.78665086103632,0.0207698555853778,0.0533313641724677
"TMEM91|641649",0.311227779615334,1.96382107031398,0.0207728763105696,0.0533313641724677
"DNM1L|10059",-0.185222999433331,6.52711574886049,0.02078073964496,0.0533426587419135
"DPY19L3|147991",0.288606491051184,4.42170299389062,0.0207868343857233,0.0533494104509588
"SOCS3|9021",0.383855093599335,7.19311438585015,0.0207924192856061,0.053354851621238
"CTSH|1512",-0.309168854181119,6.37476963052919,0.0208055671085983,0.0533796947526333
"CARD10|29775",0.349277381704106,4.65106072395575,0.0208462430115291,0.0534751451165311
"KRT6B|3854",0.78315944839675,0.384267324222186,0.0208505220093869,0.0534772132615838
"CDC42EP1|11135",0.329321346979748,7.35168073576506,0.0209016756997233,0.0535994844463011
"CDK5|1020",-0.240607186787456,4.622508744845,0.0209336414457094,0.053672518252161
"EIF1AD|84285",-0.155926316447134,4.90370040928296,0.0209533334397356,0.0537140638652386
"TMBIM1|64114",0.227877918533853,7.58403778307758,0.0209625613927625,0.0537287754472618
"C6orf162|57150",-0.276817557907212,2.78643573550722,0.0209749982138944,0.0537517053579231
"SELL|6402",-0.424041545694234,3.15359619403643,0.0210023828435733,0.0538129273557713
"RPSA|3921",-0.29766076380043,7.75710674355688,0.0210299626876822,0.0538735480522604
"SLC7A1|6541",0.26909515829851,6.94259914617613,0.0210349134925146,0.0538735480522604
"CPSF3L|54973",-0.206988528812826,6.60042785288116,0.0210365377257122,0.0538735480522604
"C7orf42|55069",-0.159309467436947,7.4267867331978,0.0211175590719133,0.0540720472478205
"KCNE1L|23630",0.634363824139406,-0.007622896263886,0.0211224700585243,0.0540756303293791
"COX7A2L|9167",-0.217817673162512,7.1551260631075,0.0212202125148268,0.0543168305378687
"CDC123|8872",-0.20817924183269,6.28216231804351,0.0212306449751698,0.0543345025714875
"MYO6|4646",-0.261784682242567,5.87599824375825,0.0212343770607052,0.0543350236553338
"PARP8|79668",-0.252074993030579,4.53691963322876,0.0212467578836181,0.0543498176186893
"CABLES1|91768",-0.328080434115621,5.73794483280911,0.0212472174858439,0.0543498176186893
"SFRS9|8683",-0.175964182387599,7.19514788242916,0.0212638930861451,0.0543834395671066
"FANCB|2187",-0.32793578944385,0.911247019787131,0.0212790428093937,0.0544131484925031
"MCM10|55388",-0.347217200595632,3.83609741229837,0.0213238862988074,0.054518765584482
"DDTL|100037417",-0.328577356058463,4.50807637913185,0.0213330436608478,0.0545331240593285
"KIAA1671|85379",-0.330967238876899,6.78014692900469,0.0213403911880542,0.0545409882352591
"SNAPC3|6619",-0.21491400692445,4.87826751995866,0.0213432037863284,0.0545409882352591
"LOC80054|80054",-0.484972468319502,1.79678292682713,0.0213625823504535,0.0545814510726121
"ETV3|2117",0.212859160799202,3.46351129449655,0.0214087507308661,0.0546903371772738
"C19orf10|56005",-0.245036783177539,6.45835614540052,0.0214340972380736,0.0547460048713045
"RAPGEF1|2889",0.214282049581888,6.61976894723579,0.0215018432787045,0.0549099311191992
"EBI3|10148",-0.471658965694225,1.73535125004201,0.0215389510683163,0.054995574117228
"TMEM125|128218",-0.282046426865582,5.41227742075531,0.0215597288510509,0.0550395000957116
"C15orf58|390637",-0.235332283402189,1.83411266069238,0.0216059230543743,0.0551482859463467
"TXNL1|9352",-0.215745010292333,6.3106323105306,0.0216121299142709,0.0551549865014678
"TINAGL1|64129",0.390286811753918,5.23533694931182,0.0216466845957411,0.0552340175790916
"ARNTL|406",0.233860033600843,3.53897073722349,0.0216640169932454,0.055263543335378
"COPE|11316",-0.227888278713387,8.02357685054029,0.0216654335421571,0.055263543335378
"SLC15A1|6564",-0.721035953914079,1.21305422271677,0.0216828596806655,0.0552988334254005
"CCL7|6354",-0.672577380714995,0.226190261166714,0.0216888909618835,0.0553050557910323
"ENTPD6|955",-0.187559090002898,6.4291802074593,0.0217189173255656,0.0553724516384742
"LCMT1|51451",-0.185547899293088,5.20688562653326,0.0217297404336633,0.0553908745138191
"C10orf25|220979",0.304767001936295,2.83932270312414,0.0217444731532481,0.0554192555588989
"RCSD1|92241",-0.280167244749531,2.89867292051862,0.0217565970139932,0.0554409792186797
"RTN4RL2|349667",0.510514628729298,1.80105156340359,0.0218157218260658,0.0555824454665103
"FAM70B|348013",0.312189490594694,1.53284791958979,0.0218352660069059,0.0556230374260289
"DPEP1|1800",0.802469401406723,1.62372106310701,0.0218422150765708,0.0556315365471573
"PRKAG1|5571",-0.16908080716257,6.05632853849251,0.0218477587393567,0.0556364539155538
"DYSF|8291",0.304611392979928,4.18367099174767,0.021888868020212,0.0557319243788433
"TLE2|7089",0.495586270141687,5.09151711477132,0.0218979957767762,0.0557372585596908
"ACTR5|79913",-0.201014265545189,3.34766679117658,0.0218982021096259,0.0557372585596908
"MAPK4|5596",0.675186742103262,0.746368199173938,0.0219284511953332,0.0558050272611033
"DENND1C|79958",-0.283617873705102,3.68615969566872,0.0219764387593919,0.0559179082048706
"YPEL4|219539",0.367994247303513,0.343280389536066,0.0220192674465677,0.0560175738407417
"LOC255167|255167",0.621495492296647,0.830140525629721,0.022026489963043,0.0560175738407417
"TWF2|11344",-0.192486267165772,6.1855396939232,0.0220265218264622,0.0560175738407417
"CYB5A|1528",-0.307246188343172,5.42323597250136,0.0220465161911454,0.0560591649318771
"DUOXA1|90527",0.598842777414374,0.564666238338759,0.0220683274431424,0.0560938809566183
"PRMT3|10196",-0.22534531305933,4.31965766096416,0.0220696461018453,0.0560938809566183
"NOL12|79159",-0.218222816871177,4.02594701339192,0.0220710971307326,0.0560938809566183
"SEC13|6396",-0.184314453123065,6.85436823394509,0.0220747983808454,0.0560940297469701
"TMEM61|199964",-0.466834367159174,1.94946465935105,0.0220789835317776,0.0560954079204492
"SPATA24|202051",-0.325814849308141,1.7263536853536,0.0220916409907834,0.0561183074261093
"JMY|133746",0.219461871925962,4.66661646672238,0.0221564192939587,0.0562735775536319
"HSD11B2|3291",-0.375602641664922,4.80090013926816,0.0221626714974349,0.0562801745364446
"IL7|3574",-0.472831808708891,0.359440097302512,0.0221702568649805,0.0562886964277234
"GATA4|2626",0.946917556335951,3.23609823283948,0.0221755158885653,0.0562886964277234
"C11orf54|28970",-0.235775910425468,5.17369693665205,0.0221769933909343,0.0562886964277234
"ATP6V1C2|245973",-0.401558679914157,3.97010205122186,0.022189397595987,0.0563108987443315
"CLK2|1196",-0.170541069882955,6.02692558578296,0.0221990056336681,0.0563259989706467
"SLC14A1|6563",0.937809215500082,2.24822629031853,0.0222150400615782,0.0563573973489692
"KIAA1429|25962",0.176293771653934,6.20708503213779,0.0222307665837635,0.0563880043853358
"EMILIN2|84034",-0.383454384290375,5.03571775358194,0.0222386673771876,0.0563987547663557
"PRPF39|55015",-0.172508830461141,4.41658306073438,0.0222580071208355,0.0564385067765101
"TMEM160|54958",-0.310243571281824,4.49598142428431,0.022298878184065,0.056532832590783
"NUP155|9631",-0.21606816550514,5.04299040737734,0.0223434642524317,0.0566365442013492
"NADK|65220",-0.202859029395986,6.1573360225759,0.0223869587264396,0.0567128075066969
"SBNO1|55206",0.211001441824716,4.49488810219911,0.0223899558087835,0.0567128075066969
"AMPH|273",0.61221904368365,1.75783617783637,0.0223907427874334,0.0567128075066969
"AHNAK|79026",0.297918017248728,9.70730242331139,0.0223935392549029,0.0567128075066969
"TRPT1|83707",-0.222023530230966,5.01335098117793,0.0223953689012422,0.0567128075066969
"SDR16C5|195814",-0.784020887686312,0.784339458485482,0.0223962468057784,0.0567128075066969
"DIDO1|11083",0.177900705019529,6.85279333415012,0.0223993308173083,0.0567128075066969
"COQ6|51004",-0.205348246952041,4.2393870266946,0.0224039035575502,0.0567150601483997
"C10orf57|80195",-0.236613706958113,5.63201425184594,0.0224128996674454,0.0567285078860932
"SLC41A2|84102",-0.321577047752355,3.42588532006409,0.0224702804877847,0.0568643959295639
"GPX4|2879",-0.256903399979451,7.80153457011918,0.0225106678885257,0.0569572420005599
"LOC100288778|100288778",-0.289924137083502,4.44384236430929,0.0225273970832533,0.0569902066182056
"C11orf35|256329",-0.32687278748028,2.05235988438565,0.0225337193226505,0.056996837031783
"FAM84B|157638",0.31691647912724,6.9099869205269,0.0225383662251882,0.0569992283628959
"ARPC1A|10552",-0.192441188279125,7.24857377904723,0.0225431335284741,0.0570019233505701
"CFL1|1072",-0.183714657627175,10.3833211461355,0.0225576442959511,0.0570292504536777
"MAP4K1|11184",-0.371778454259442,3.64170092384329,0.0225627057352323,0.0570326831281749
"FGFR1OP|11116",-0.251463283943789,3.73737893079932,0.0225714352257951,0.0570453850389
"TRMU|55687",-0.240503545881071,3.44974554951558,0.0225967703874839,0.0571000438458918
"CBY1|25776",-0.213469524782157,4.68942467646098,0.0226239904218726,0.0571547067314836
"RPL15|6138",-0.264097185378468,10.6838995510654,0.0226258258481151,0.0571547067314836
"SNRK|54861",0.154968436205155,4.77929948571959,0.0226296926990059,0.0571550988801036
"SRBD1|55133",0.21444796691664,3.96860323957686,0.0226705428382008,0.0572488831035511
"AADAT|51166",0.388470829273885,2.22152621558347,0.0226943419192153,0.0572995853769464
"MCTP2|55784",0.348595482827839,3.57440429914281,0.0227012949661491,0.0573077444563491
"ZNF592|9640",0.216941958092044,6.37446296055917,0.0227730656096882,0.0574795012823452
"CDKAL1|54901",-0.192123720197582,4.45822481499305,0.0227803329389774,0.0574820064308353
"MBD3|53615",0.180391313552313,6.11530241627047,0.022781523816312,0.0574820064308353
"ABCC6P2|730013",-0.51219086349155,0.238804686464882,0.0227952994132007,0.0575073420157072
"CCDC67|159989",-0.684520426993872,0.875788157356535,0.0228059608969184,0.0575248143901141
"GPRASP2|114928",0.314736581470252,2.84765647964698,0.0228109973317763,0.0575280949741277
"KLHL20|27252",0.169811204401207,4.25852697582387,0.0228393641808733,0.0575902028854212
"NCAPD3|23310",-0.227531133343793,5.60326181070771,0.0228564125595335,0.0576165603923548
"CUL2|8453",-0.193110501798931,5.44204977404113,0.0228578862223695,0.0576165603923548
"ZDHHC8|29801",0.228508146173575,5.89093017564495,0.0228610418856606,0.0576165603923548
"PLAUR|5329",0.295416034389872,5.55335336936357,0.0228796885708714,0.0576541195062752
"CHAC2|494143",-0.311979067105234,2.17885419763658,0.0229056111940562,0.0577099978365955
"MNDA|4332",-0.333370438004918,3.14795743828896,0.0229178892633056,0.057731486465834
"LY6K|54742",-0.824498388414067,3.47924779895899,0.0229375378305286,0.0577715317390104
"POMGNT1|55624",-0.178760075172589,6.66342570916665,0.0229469035358011,0.0577856692637452
"C4orf29|80167",-0.228630560057042,2.72698887518797,0.0229711448835833,0.0578372563869031
"JUNB|3726",0.385322479545127,8.94403764483972,0.0230200101005589,0.0579508150299993
"RFT1|91869",-0.187783318192639,5.15116012194727,0.0230375928032677,0.0579855984925661
"SIK2|23235",0.220292415257954,5.4874788704726,0.0230734147773945,0.0580662713118316
"GABARAP|11337",-0.205765738088164,8.36258910992573,0.0230837913825574,0.0580828927287585
"KCNJ12|3768",0.502825846926936,3.32393492736,0.0231066289777481,0.0581308576422714
"IL21R|50615",-0.527594671254796,2.00144345521515,0.0231311178426415,0.0581829604147071
"PRKAG2|51422",-0.247864254066491,5.20480317197077,0.0231439559624694,0.0582057452010561
"ABT1|29777",-0.208811698868885,5.67897148106781,0.0231573332387896,0.0582251383575651
"TBL2|26608",-0.180410208719834,6.04829949723375,0.0231592293291828,0.0582251383575651
"SMS|6611",-0.230720322074024,5.88624760785106,0.0231810756207346,0.0582705490505537
"RPS15|6209",-0.279111353220873,8.23965225051757,0.0231924930446904,0.0582897340289192
"C19orf56|51398",-0.271997120031486,7.28024310724382,0.0232569203340297,0.0584421207936885
"VAV1|7409",-0.368206985359522,3.67772073225929,0.0232645712908503,0.0584518083386855
"ALG13|79868",-0.203654139803666,4.65363490533648,0.0232847616584937,0.0584929926230252
"BTG1|694",-0.201610989753224,6.85917224999198,0.0233186341870662,0.0585685284368999
"UBTD1|80019",0.270117691285891,5.45391427405708,0.023370216964061,0.0586819734138981
"TRIM33|51592",-0.200125582034753,6.29578790712289,0.0233714230110681,0.0586819734138981
"FKBP9L|360132",0.330311560953261,1.39415849360218,0.0233813389036725,0.0586889930781894
"POLA1|5422",-0.220541551989539,4.42357775984434,0.0233818411932393,0.0586889930781894
"SF3B2|10992",-0.1324906465458,7.91193505674368,0.0233890828448747,0.0586976021395413
"DCUN1D5|84259",-0.221814303401723,4.8501520374304,0.0233974192208817,0.0587089552847249
"PEX6|5190",-0.31649233636842,5.88524765251719,0.0234435064641752,0.0588150140178941
"TMEM60|85025",-0.205031736608996,4.48236322774053,0.0234698807451595,0.0588625077857963
"SCRN1|9805",0.272343590152579,7.01201283680805,0.023473214762943,0.0588625077857963
"GRINL1A|81488",0.188822758999437,5.94267528336341,0.0234739048193113,0.0588625077857963
"PMPCB|9512",-0.177986830655239,6.5037996387435,0.0235132253607035,0.058951507217433
"FAM195B|348262",-0.243684682000588,6.63475806171007,0.0235256364599407,0.0589730222768398
"MEGF9|1955",0.257941097728791,4.82612579393785,0.0235415292232121,0.0590032565931387
"AP2S1|1175",-0.240988036921811,6.23826149902706,0.0235511898375192,0.0590178636790819
"C11orf51|25906",-0.262554801534759,5.0925925038769,0.0235910682206747,0.0590998114689869
"SRF|6722",0.1898512410935,6.63708658090082,0.0235915670562934,0.0590998114689869
"STAU1|6780",0.146668735778784,7.72489755966023,0.0236001018087271,0.0591115757567646
"CHMP4C|92421",-0.282345561034023,4.75355050128038,0.0236622119610091,0.0592492375932337
"TRIM17|51127",-0.489312691096022,4.09439661352708,0.0236627580491193,0.0592492375932337
"NME3|4832",-0.324388327280917,4.96079116699702,0.023676055270487,0.0592728946691967
"MPP6|51678",0.285679040775631,2.16982896309299,0.02369300454926,0.0593056854769269
"TSPAN15|23555",-0.281230728092168,5.99426890105383,0.0237575945995024,0.0594576953092373
"C17orf97|400566",-0.33745004922976,4.11006692559608,0.0237859895603344,0.0595190856742914
"TANK|10010",-0.227297676199853,5.87317970624368,0.0237907161479499,0.0595212409361951
"AIG1|51390",-0.229809707026559,5.55635143713417,0.0238071874388604,0.05955277442674
"COPS4|51138",-0.193576909569608,5.0685186055131,0.0238793063483237,0.0597234754682209
"ALG3|10195",-0.212677727401121,7.15834681858687,0.0238946035634866,0.0597479983845742
"HAS3|3038",0.416951795265857,1.87542598440288,0.0238971469444176,0.0597479983845742
"CLIP4|79745",0.25265380550971,4.2871565883168,0.0239021263644182,0.0597479983845742
"C17orf62|79415",-0.182247888338879,6.50136542471154,0.023904631342773,0.0597479983845742
"ERAP1|51752",-0.281753708740347,5.98795006067348,0.0239394420657315,0.0598252950941576
"CCT5|22948",-0.205708329908513,8.20703849956496,0.0239672646269618,0.0598851059533644
"ARL8A|127829",-0.176003030968649,6.7394712209177,0.0240823302508529,0.0601628493726287
"ANKRD49|54851",-0.225735022662936,4.1687923832683,0.0240992727697342,0.0601954097941828
"WTAP|9589",-0.187869771804462,6.14968699288503,0.024132095687949,0.060267619445139
"APC2|10297",0.407880310599699,-0.0935334013434149,0.0241577973363291,0.0603146127514257
"UBE2D2|7322",-0.18205195851049,7.26463914100485,0.0241587461166825,0.0603146127514257
"LYPD1|116372",-0.543826855072053,8.46314294264653,0.024215642221448,0.0604444996409122
"ALDH1A1|216",0.45555690278857,4.81527749014126,0.0242186221692596,0.0604444996409122
"IKZF4|64375",0.227194803855056,4.37043970252665,0.0242691653438554,0.0605608292221729
"EML4|27436",0.191759262542535,6.63492406929901,0.0242769439099,0.0605704243792207
"HYAL1|3373",0.51861406633894,1.93043857529252,0.0242849804503673,0.0605806599635843
"HNRNPA3|220988",-0.165019308933577,7.58018539166847,0.0242982176530245,0.0606038635631558
"NCRNA00202|387644",-0.605433439133529,0.754857318315826,0.0243167224011758,0.0606401956689402
"EVI2B|2124",-0.325228817684394,4.59366916421336,0.0243322236735822,0.0606690272586613
"C6orf150|115004",-0.383442463793202,2.79433054394703,0.0243417729196529,0.0606757655796124
"SLC25A6|293",-0.293990633769444,9.54221844382694,0.0243428066595783,0.0606757655796124
"PVRIG|79037",-0.306277466339315,1.95262275379169,0.0243478704946409,0.060678565746395
"C12orf68|387856",0.421533183263475,1.39217202701172,0.0243525158926358,0.060680322367427
"AHCYL1|10768",-0.201016033441534,7.81153392788385,0.0243602875518243,0.060689867013516
"PPAN|56342",-0.259031928842125,5.25142213454287,0.0243657618759214,0.0606936860445347
"MEAF6|64769",-0.231983603853163,6.69852743211794,0.0243960048278372,0.0607512226441835
"TBC1D8|11138",-0.258746062079107,5.34024061674189,0.0243967504923457,0.0607512226441835
"TP53TG1|11257",-0.291073043669007,3.45759242889589,0.0244374072911026,0.0608426248788503
"TCP1|6950",-0.204434465167239,7.44259379326097,0.0244444821553701,0.0608504010201332
"NME6|10201",-0.185076588363242,3.69163830421714,0.024473646454017,0.0609089993232893
"NOP14|8602",-0.195611650509398,5.78131853625272,0.0244759327107289,0.0609089993232893
"HCLS1|3059",-0.354553575630901,4.7387655004008,0.0245082101011517,0.0609664605714725
"LATS1|9113",0.217664704495472,3.93707636643092,0.0245097137803892,0.0609664605714725
"ALG1L|200810",-0.618223075192366,1.51896798731192,0.0245109005388653,0.0609664605714725
"ASAP3|55616",0.300926436818613,5.36228698514942,0.0245299321640918,0.060999023682895
"ZMYM5|9205",0.20752280832589,3.39282971588836,0.0245341719631485,0.060999023682895
"LOC728554|728554",-0.332231608080906,5.14746613468945,0.0245358758810216,0.060999023682895
"TSEN2|80746",-0.203651568446166,3.6481202705136,0.0245513143407564,0.0610275527898803
"MSH5|4439",-0.341029848306093,4.00629198074087,0.0245730392478652,0.0610716964780304
"CCDC71|64925",-0.178871319948917,5.33309491155676,0.0245863845863243,0.061088527671925
"SLAMF8|56833",-0.353845301515508,4.45468049220186,0.0245889927477795,0.061088527671925
"MAP7|9053",-0.235502380191187,5.30321973726439,0.024592996954979,0.061088527671925
"EFCAB4A|283229",-0.426844986382474,5.1173599243142,0.0245956796912744,0.061088527671925
"BEX2|84707",-0.345727262498083,4.68765009989413,0.0246249611083077,0.0611513910831851
"ABHD10|55347",-0.178024593939279,5.20678657045359,0.0246292549349709,0.0611521923159654
"PCDHAC1|56135",0.539737151781976,0.764078480842853,0.024633515199063,0.0611529099710416
"SDC4|6385",-0.270532974520028,8.07901029528832,0.0246689718860387,0.0612310602954722
"RGMB|285704",0.247221849567876,4.98542799376386,0.0246810662728838,0.0612512070162995
"SCYL3|57147",-0.160130658947359,4.12586422098938,0.0246850742458198,0.0612512823576183
"NAPG|8774",-0.201178476519666,5.00236085725134,0.0246934446073335,0.0612621803622246
"CHD1|1105",0.213642403063416,4.53818875402909,0.0247134256173498,0.0613018751742219
"PDZD7|79955",0.579422210909833,0.578896844727601,0.0247899883119995,0.0614818859746304
"CD99|4267",0.275403097666172,6.81289748311993,0.0247970541289462,0.0614895066878652
"P2RX1|5023",-0.611374242369062,0.193993747579487,0.0248065449475749,0.0615031372802617
"SLC35C1|55343",0.187345398310671,5.70169640196495,0.0248639522750954,0.0616355442827098
"C13orf27|93081",-0.289247014863073,2.94975519368605,0.0249314553378033,0.0617929310714363
"BIK|638",-0.422081935615453,3.91124600072464,0.0249682276656582,0.0618741129423031
"TEKT2|27285",-0.529759423917753,3.09057895915376,0.0249723071577612,0.0618742651524319
"HCN2|610",0.432072503087411,0.472647454003654,0.0250099053940674,0.0619574538550908
"AMMECR1L|83607",0.162833767743939,4.92430361967651,0.0250273174810945,0.0619795977553605
"TSPAN17|26262",-0.189563134711839,6.01515733938788,0.0250278583886176,0.0619795977553605
"UBQLNL|143630",-0.479172478556617,-0.323672145093196,0.0250309187895699,0.0619795977553605
"SYNM|23336",0.405542160300128,2.84007453130804,0.0250503871929017,0.0620178315729088
"C4BPA|722",-1.07687747804476,0.339602427288322,0.0250604479460535,0.0620327661021182
"C22orf40|150383",-0.232908371802852,3.05655767730324,0.0250760126402978,0.0620613176869086
"GDAP1|54332",0.411524966374629,2.49647658730187,0.0250863549654691,0.0620769371867683
"TM9SF3|56889",0.154908338845819,7.41202399894368,0.0250921357597438,0.0620812658361655
"RRP7A|27341",-0.267731681265124,5.2157071108385,0.0251037391014715,0.0620999965339053
"MEX3A|92312",0.348443902936945,6.60960702711314,0.0251326782911349,0.0621615986195287
"C14orf93|60686",-0.182588908120087,3.78875976985246,0.0251671650568264,0.0622368997446715
"MECOM|2122",-0.29349675743115,7.16657448937541,0.0251718418119276,0.0622384701448095
"C2orf60|129450",-0.173896788602825,3.69727003592021,0.0252273957422442,0.0623658158668836
"SLAIN2|57606",0.160844527433338,5.87262014979359,0.0252356536198324,0.062376216708154
"ANO2|57101",0.607364870122964,2.07623226152145,0.0252411687341518,0.0623798358750127
"HNRNPR|10236",-0.134378642147978,7.29805250099045,0.0252463476130096,0.062381163904293
"NSL1|25936",-0.182648128465766,5.41890080104228,0.0252516917181744,0.062381163904293
"PLA2G4C|8605",-0.403863482473007,1.50822060556511,0.0252538590674305,0.062381163904293
"WASF1|8936",0.342015283177719,4.89180884137751,0.0252828138519865,0.062442670490255
"ZNF600|162966",-0.28261224611441,3.22361030470849,0.0252876350028303,0.0624445624452509
"CCT8|10694",-0.190125519810714,7.23135108516496,0.025292197509916,0.062445815208465
"SRRM2|23524",0.237113928719705,9.67584701572888,0.0253372188207967,0.062546943350665
"SSX2IP|117178",-0.208392489988241,5.16025158504622,0.0253511564411866,0.0625713188071537
"SNX30|401548",0.251734090688967,4.62396399594566,0.0253799524431854,0.0626323537936878
"HEXIM2|124790",-0.265259209397861,2.5717824238055,0.0254084947074452,0.0626927431501279
"C16orf13|84326",-0.230734082641998,6.3967593247768,0.0254532462301665,0.062789733891944
"RASGEF1A|221002",-0.476360864638111,4.0851337384016,0.0254559587432565,0.062789733891944
"HIGD2A|192286",-0.281840395587131,7.26222191256664,0.0254906878935813,0.0628653271738083
"ULK1|8408",0.227257246105751,6.39536370114399,0.0255225608416244,0.0629338533867372
"PIK3C2A|5286",0.174936880015619,5.92573960530999,0.0255623575090968,0.0630218929366926
"RNPS1|10921",-0.19159662073251,7.58832168922304,0.0255846727736755,0.0630578085194598
"UPF3B|65109",-0.219078689744416,4.07775690178615,0.0255867953098462,0.0630578085194598
"ASTN2|23245",0.324669562505248,2.39096862077756,0.0255940517182502,0.0630578085194598
"SPR|6697",-0.267054512499579,5.13604517675439,0.0255945561946458,0.0630578085194598
"RALBP1|10928",-0.218002328075112,7.04553123217267,0.0255973998996781,0.0630578085194598
"HEXDC|284004",-0.267015520111104,4.3543802640581,0.0256023280751402,0.0630598608491818
"CREM|1390",-0.20311762538378,4.62904336461132,0.0256071839694724,0.0630617345187758
"C7orf28A|51622",-0.227069449509377,5.37767852018774,0.0256310588047416,0.0631012425466938
"TCEB3|6924",-0.174662189078797,6.2047142980229,0.0256314223085635,0.0631012425466938
"DYRK3|8444",-0.265160323048069,3.70980793180036,0.0256591309858473,0.0631561181589545
"PPP1R1A|5502",0.705419062514672,2.43318015431748,0.0256619151451768,0.0631561181589545
"EXOSC10|5394",-0.173994154082341,6.19814250496994,0.0256713575050699,0.0631692608214399
"PACSIN1|29993",-0.433455161963113,4.00169066877985,0.0256792761299908,0.0631786504434779
"TWF1|5756",-0.206614771476524,6.87297676058986,0.0256977783480559,0.0632140716903695
"PPIL3|53938",-0.257131153617385,4.39886301833052,0.0257028088341027,0.0632163477457831
"RGN|9104",-0.523056283674137,2.37358064874594,0.0257070404896979,0.0632166586555187
"SEC14L1|6397",0.245999187666708,6.33048048879162,0.0257456761088268,0.0633015593804605
"RNF123|63891",0.179164178535043,5.69645692728677,0.0257873134300179,0.0633938121821273
"TESK1|7016",-0.193978288134004,6.1406784730182,0.0257952417787057,0.0634031808699585
"SPTBN5|51332",0.497134971888926,1.84470123434633,0.0258342719808627,0.06348898088626
"SCFD1|23256",-0.19881410821368,5.38713136378977,0.0259120527585532,0.0636699697509112
"MEN1|4221",-0.151278804807875,6.50617228077041,0.0259205008246214,0.0636805667195829
"CCDC21|64793",-0.225282135834745,4.59096982447269,0.0259687776405105,0.0637889945583381
"MICALL1|85377",0.249473264565923,5.55330784513546,0.025983982834662,0.0638161645408229
"SPAG1|6674",-0.360893430420271,3.99576607545858,0.0260364782523193,0.0639348953288893
"B3GALNT1|8706",-0.300508513707492,5.58066668462564,0.0260835819698948,0.0640403505667107
"MLPH|79083",-0.471432187422705,5.46191411878875,0.0261625720354403,0.0642240469908729
"GYPC|2995",0.330141798224821,4.65439732579012,0.0261672806028481,0.0642253672303568
"CNTD2|79935",-0.625846883685329,1.66537781851764,0.0261841746166002,0.0642565904256615
"KIAA0664P3|100132341",-0.286533254102412,2.16755675243648,0.0261938602912055,0.0642701170529435
"C9orf142|286257",-0.234211964062315,4.70072396667548,0.0262051446367794,0.0642779316327487
"SLC19A2|10560",0.286778039284386,3.58687988844087,0.026205393518436,0.0642779316327487
"NPC2|10577",-0.272615131790758,8.48676433389239,0.0262216153900537,0.06430723382492
"MAGEA11|4110",-1.36295001190803,2.47012867567823,0.0262256918254755,0.06430723382492
"CPNE2|221184",-0.289596466489241,6.30928901968401,0.02623961381258,0.0643311277025822
