"gene","logFC","logCPM","PValue","FDR"
"PCDHGB1|56104",1.49181206689146,2.78340195172447,1.00380791693424e-06,1.21046500492329e-05
"KDR|3791",0.636479155556428,4.01494446721703,1.00746131162075e-06,1.21391993252332e-05
"CCNA2|890",-0.645732285248584,5.59700428325945,1.01271055048928e-06,1.2190234572529e-05
"VPS29|51699",-0.430768600709731,6.2619345674197,1.01328009954134e-06,1.2190234572529e-05
"CDK16|5127",-0.61068326144207,8.23206196794088,1.018676058768e-06,1.22455836291713e-05
"KCND3|3752",1.48866525009902,0.541816386672885,1.02553208813872e-06,1.23155458338163e-05
"DAPK3|1613",0.401759103553732,4.96415220102848,1.02609554547609e-06,1.23155458338163e-05
"ECSCR|641700",0.70127803435959,1.03410444343499,1.02967390899787e-06,1.23467051993853e-05
"SOX11|6664",1.95300000246357,3.98668763629052,1.03029522574259e-06,1.23467051993853e-05
"HECW1|23072",1.26620685802989,0.40738146869512,1.03574949126715e-06,1.2402415564559e-05
"ZNF683|257101",-1.20726754288191,1.51748974071224,1.04034261002627e-06,1.244773570458e-05
"CLIP2|7461",0.681141529187508,5.51984066048581,1.04358044663628e-06,1.24767820634721e-05
"PRIM1|5557",-0.623927138145289,3.47319268574961,1.04942957105588e-06,1.25369790261362e-05
"MICAL2|9645",0.733666775330426,6.41883468507334,1.05323601913669e-06,1.25726988051828e-05
"LSM7|51690",-0.5639685467824,5.14568959958759,1.05817908232664e-06,1.26219207503857e-05
"DACT2|168002",1.41668309882733,3.75253711253815,1.07947790817693e-06,1.28660064303533e-05
"SFRS3|6428",-0.272053463822656,7.99964722478308,1.08360489861865e-06,1.29052063680036e-05
"C17orf51|339263",0.573354403862062,3.30942560996554,1.08761300667926e-06,1.29429309813399e-05
"MAGIX|79917",-0.887819682383679,3.57416016171951,1.10351894195337e-06,1.31220758201853e-05
"CTSW|1521",-1.03280571746446,2.63340609401781,1.10497918485864e-06,1.31293012867578e-05
"CCNB1|891",-0.622323144429965,6.24680386638378,1.10893006363675e-06,1.31660863916286e-05
"NRP2|8828",0.85021881874386,6.49623017742165,1.1117983897431e-06,1.31899718055886e-05
"CTLA4|1493",-1.08159054532434,0.192952266132824,1.12096786634227e-06,1.3288517454815e-05
"C1orf31|388753",-0.552743329467299,4.61956515049831,1.12440636722457e-06,1.33190258837624e-05
"FKBPL|63943",-0.491754941554293,3.38632085663638,1.14242619727311e-06,1.35220761043879e-05
"DKK2|27123",1.06578770276957,2.36091839859354,1.1652900040572e-06,1.37821050479853e-05
"COX5B|1329",-0.560241124722238,8.27474005162933,1.16731098258321e-06,1.37954119883337e-05
"C5orf32|84418",-0.611851972733798,6.32136081360018,1.16977684618672e-06,1.38139521889796e-05
"PPP1R13L|10848",0.639927555435946,5.48707032115147,1.17356505589069e-06,1.38480676595101e-05
"SUCLG1|8802",-0.418134660247434,6.6424557814654,1.17512582600967e-06,1.3855867224137e-05
"APOBEC3H|164668",-1.03456200292557,-0.641469150993299,1.19709094103555e-06,1.4104057690135e-05
"DEPDC1|55635",-0.71955039922686,4.70723095765657,1.20905272559212e-06,1.42242538408018e-05
"BTG3|10950",-0.685238846278485,6.64005441505146,1.20914009205854e-06,1.42242538408018e-05
"PSMC2|5701",-0.345105284126674,6.27873381595506,1.21570030449844e-06,1.42905106786042e-05
"SLC34A3|142680",1.34566476183069,0.264731996285104,1.22849491405985e-06,1.44298956381447e-05
"EFHC2|80258",-0.977793497081161,2.50252936617875,1.23133360952218e-06,1.44522151318842e-05
"C6orf62|81688",-0.400223333825062,7.13068878841484,1.25289068351438e-06,1.46940317101584e-05
"KIAA1199|57214",0.97008469219255,5.76088185890944,1.27529617162557e-06,1.49454229428175e-05
"ACVRL1|94",0.574060753291965,3.56184054507391,1.27930852724179e-06,1.49810433543698e-05
"PNMAL1|55228",0.651019367915768,5.40208416123643,1.28186738441429e-06,1.49996017116989e-05
"PSMA3|5684",-0.443833971478835,5.85055022070312,1.29215255081107e-06,1.51084716248593e-05
"GADD45B|4616",0.72236392097649,5.0526622053411,1.30159526246822e-06,1.5207333419384e-05
"FAM27A|548321",-1.206508656518,0.017171996638382,1.32569750122515e-06,1.54771916765474e-05
"STARD8|9754",0.54562406540134,2.64564047695028,1.32755749025246e-06,1.54871649942406e-05
"C5orf46|389336",1.66643292293554,-0.311921035092316,1.33816625107511e-06,1.55991083272563e-05
"CORO6|84940",0.879123487238735,-0.0387907290361295,1.35302121269994e-06,1.57603431576145e-05
"FUNDC1|139341",-0.481409481799664,3.96734065490207,1.38665532732477e-06,1.61399133677053e-05
"PCDHB6|56130",1.27388925739135,2.13946362020939,1.42322544397894e-06,1.65523770122841e-05
"GNA12|2768",0.413953480521984,6.12597714789598,1.42424180409613e-06,1.65523770122841e-05
"PDCD1|5133",-1.06926314946528,1.13268717354287,1.4282012067642e-06,1.6585875100273e-05
"FLT4|2324",0.784924445452234,3.79825589547844,1.43061679407e-06,1.66014076954664e-05
"NDUFB6|4712",-0.564626244206004,5.55844578369023,1.43342987298213e-06,1.6621526064798e-05
"TIMM17B|10245",-0.737863347051768,6.51091200013343,1.46641300529481e-06,1.69911917746688e-05
"ACAT1|38",-0.517899372751347,5.26757794608338,1.47277762448978e-06,1.7052107247758e-05
"CSTF2|1478",-0.3750255455357,4.19109110773404,1.47735588551555e-06,1.70922639226551e-05
"SOCS5|9655",0.392711506255307,5.24129234098083,1.48286019800719e-06,1.71430662080425e-05
"DAPK1|1612",0.65798237349991,5.5394914022211,1.4853317922491e-06,1.71587578911057e-05
"ADAM23|8745",1.47297969316241,0.440509622066815,1.48835489155571e-06,1.71807923351323e-05
"XAF1|54739",-0.818103131250991,6.46898560337631,1.49273195392374e-06,1.72122336712696e-05
"PLXNA1|5361",0.551700413050849,7.09158105147809,1.49331412330776e-06,1.72122336712696e-05
"PEBP1|5037",-0.405617158739968,7.94008436541566,1.49626221377897e-06,1.72322952729414e-05
"TMC5|79838",-1.154919555684,3.6932234361813,1.49729275116537e-06,1.72322952729414e-05
"LOC400696|400696",-1.47912182879616,0.907925511747534,1.49950359734121e-06,1.72448513035528e-05
"TMEM119|338773",1.02532754111914,4.20043451371743,1.50281527420351e-06,1.72700391100447e-05
"NQO1|1728",-0.888760789967353,6.20718796088608,1.52652624496663e-06,1.75294389606571e-05
"BAI2|576",0.89995935541105,4.13929708787862,1.53027961691913e-06,1.75482193084795e-05
"NDUFS3|4722",-0.449869555515523,6.60498068715877,1.53044084234612e-06,1.75482193084795e-05
"GRASP|160622",0.654912341886272,3.03137465152054,1.54278679305293e-06,1.76766174302248e-05
"SNAI1|6615",0.829740352446239,2.57022737683465,1.5497059465611e-06,1.77426928409623e-05
"SPOCK2|9806",1.13732055866546,8.6949717717053,1.55325388059995e-06,1.7770101417057e-05
"PELI2|57161",-0.795888882682617,5.24952344213365,1.57898384582248e-06,1.80510558588125e-05
"HRASLS2|54979",-1.30397050829867,0.753553379073608,1.58194715688894e-06,1.80715165199798e-05
"ASL|435",-0.530877892837232,5.16043097571308,1.5920291880524e-06,1.81732079072046e-05
"IQCA1|79781",0.790005556615409,4.29551044404521,1.5938620214782e-06,1.81806527916613e-05
"C17orf58|284018",-0.545932509291416,3.96509143460243,1.61490694119267e-06,1.84070703089755e-05
"EXOSC5|56915",-0.551169963301071,5.4026761264346,1.62429883525514e-06,1.85004273403061e-05
"BNC2|54796",0.896676812166233,4.69037388620807,1.63359546355413e-06,1.8592562116238e-05
"ITGB7|3695",-0.715954220763045,3.74554595115844,1.69230057753709e-06,1.92464819745153e-05
"BCAS2|10286",-0.442353721518839,5.34857282487636,1.7178890086025e-06,1.95230795892766e-05
"CPXM2|119587",1.47551441317417,4.91075773558523,1.72151057306391e-06,1.95498092290643e-05
"IL2RG|3561",-0.856838712841523,4.54652892372695,1.73083587015046e-06,1.96412244395335e-05
"ANKAR|150709",-0.60510550459909,0.887586482557075,1.74917271591056e-06,1.98346912019932e-05
"MYO1B|4430",0.634062450936554,5.25699604536903,1.7600559993389e-06,1.9943415992509e-05
"VCAM1|7412",0.928230275115921,4.93678484939965,1.77682114213629e-06,2.01185799762917e-05
"SIX2|10736",1.58278480313068,2.65759599530255,1.78810564647852e-06,2.02314760103767e-05
"ZMAT3|64393",0.573781449626453,2.76048535654546,1.7972625627767e-06,2.03201513980898e-05
"MRPS30|10884",-0.413676774547309,5.2472031366038,1.80171890842178e-06,2.03555902206801e-05
"NAA10|8260",-0.564423351486178,5.98797297081082,1.80531541290612e-06,2.03812698264966e-05
"MAPK12|6300",0.743148330673333,2.43774296044168,1.81992944561105e-06,2.05312040534539e-05
"ARHGEF10|9639",0.673686787344205,4.63684157921856,1.82514829804983e-06,2.05750063262586e-05
"DHX58|79132",-0.632454428042064,4.06835244996468,1.83687986541647e-06,2.06848240964257e-05
"SPAG9|9043",0.412995210293947,5.44126461373946,1.83757642469708e-06,2.06848240964257e-05
"GNGT2|2793",-0.641135992240396,0.277322183538186,1.84243388916138e-06,2.07243531476962e-05
"POP7|10248",-0.440166806393241,5.24829926680585,1.87280804753722e-06,2.1050635856953e-05
"ZBTB47|92999",0.544238233692507,5.0249773660222,1.88401298396446e-06,2.1161134894288e-05
"C1QBP|708",-0.528866341641788,6.90765878950629,1.89901851194925e-06,2.13141297853546e-05
"IFI16|3428",-0.660305484459118,7.55851802975935,1.90284755300735e-06,2.13415509604954e-05
"HHIPL1|84439",0.886873490909316,2.3508163436018,1.90681171186478e-06,2.13573595900016e-05
"CLN8|2055",0.563468903905361,3.49271536850593,1.90703093942802e-06,2.13573595900016e-05
"NLGN4X|57502",1.14983918544923,3.3626359227263,1.90987705932297e-06,2.13736895614203e-05
"CD247|919",-0.8548904825955,1.29777131999974,1.91417159537929e-06,2.13920492081508e-05
"FOXF2|2295",1.06158184100814,1.30669571458949,1.91429598083199e-06,2.13920492081508e-05
"PHF5A|84844",-0.443324355029776,4.83130601746073,1.91679337082977e-06,2.14044243055893e-05
"RCL1|10171",-0.484479178163785,4.34934930270474,1.9184563821349e-06,2.1407470890214e-05
"OAZ1|4946",-0.465746526307106,9.14143438009767,1.93391609106823e-06,2.15643547330627e-05
"WNT11|7481",1.42050420102754,5.07198366011402,1.9386173586135e-06,2.16011350978939e-05
"DLG3|1741",-0.408104882164655,5.62905474085078,1.9404372411438e-06,2.16057795201542e-05
"RARRES2|5919",0.902587658691814,6.87500010203464,1.98735864904189e-06,2.21122368761533e-05
"SOCS1|8651",-0.727483615193021,3.60551545592555,2.00336328877189e-06,2.22742175334285e-05
"IGFBP7|3490",0.598725214632576,8.73555363304208,2.00787953036448e-06,2.23083238730755e-05
"GAS1|2619",0.86759519006204,6.59164111388065,2.02802381509948e-06,2.25158894943886e-05
"AMOT|154796",0.745885743345295,6.14150176835963,2.03113372274884e-06,2.25341701704679e-05
"MGAT5B|146664",1.82958304671496,2.42141786881724,2.03801367650877e-06,2.25942207376232e-05
"SLC15A3|51296",-0.850352398201139,6.04103862294905,2.0456354760584e-06,2.26624033782901e-05
"NACC2|138151",0.593661058065969,2.02793908800415,2.08757897665674e-06,2.31097339016972e-05
"AVPR1A|552",0.870516670596843,0.162580287821523,2.08901549393873e-06,2.31097339016972e-05
"POP5|51367",-0.487505727078896,4.41007361169839,2.11714403460218e-06,2.34040925978744e-05
"CIB1|10519",-0.505724581114523,6.44571193739029,2.12283244042497e-06,2.34273950435587e-05
"ARL10|285598",0.724278401607327,1.17931262703407,2.12293629551743e-06,2.34273950435587e-05
"AFF3|3899",1.20759631070494,2.12533180950369,2.12381605823807e-06,2.34273950435587e-05
"TSPAN7|7102",1.2814627254192,5.73695594169683,2.13638907550026e-06,2.35492164449739e-05
"ZMYND15|84225",-0.747700073530477,2.8596185015361,2.14960547705529e-06,2.36740676511618e-05
"TYMP|1890",-0.721340107432013,6.36263184822358,2.15079035287845e-06,2.36740676511618e-05
"CYP7B1|9420",1.04362719090679,0.821028793300583,2.170094489069e-06,2.38666344542572e-05
"NTRK2|4915",1.24300012741557,3.05142987457764,2.17244476334788e-06,2.38666344542572e-05
"STYXL1|51657",-0.44811472820783,5.408810990594,2.17293470386834e-06,2.38666344542572e-05
"CHODL|140578",-0.945023439681657,4.44023383883345,2.20827306706554e-06,2.42374889235512e-05
"C21orf63|59271",-0.754698897225206,5.19761046262373,2.22913015718762e-06,2.44489852496667e-05
"LAS1L|81887",-0.340673095685384,5.49752431537936,2.24030894460939e-06,2.45541049381067e-05
"GPRASP1|9737",0.783181783520973,2.01107715303612,2.24784340953965e-06,2.46191612115939e-05
"CDKN2A|1029",-1.17606495699481,7.47258127554425,2.24972063662973e-06,2.46222090145425e-05
"MRPS22|56945",-0.391818098689874,5.31508608392629,2.26126427557815e-06,2.47261370761411e-05
"SAMD9L|219285",-0.793627823016446,5.40328111763336,2.26353267812516e-06,2.47261370761411e-05
"CLDN19|149461",2.10437204485617,1.98214874248196,2.26425294206745e-06,2.47261370761411e-05
"KCNJ8|3764",0.829545245707151,3.12175724228289,2.26563928920288e-06,2.47261370761411e-05
"PHLDA1|22822",0.927178080221192,5.62394589067748,2.27231510010323e-06,2.47814307553043e-05
"FAM114A1|92689",0.489700912277986,4.75259247857899,2.2748844752828e-06,2.47918938675724e-05
"C7orf55|154791",-0.611050108733395,4.51984842575078,2.27672662759583e-06,2.47944224457908e-05
"LOC100128822|100128822",-0.625749837047449,3.50919993989356,2.31650873486807e-06,2.52098360482215e-05
"ZNF593|51042",-0.531560353564872,5.09161472673069,2.34976284825092e-06,2.55416657360289e-05
"IFIT5|24138",-0.572848950913656,5.145164081084,2.35031757568368e-06,2.55416657360289e-05
"RELA|5970",-0.31236341937278,7.54567164274168,2.37258144891677e-06,2.57654314047034e-05
"RDM1|201299",-0.843878493614931,0.494438135958687,2.37664083913891e-06,2.57913264847781e-05
"BAK1|578",-0.491077510715178,5.65513035942972,2.38708651117905e-06,2.58821861134219e-05
"ITGB1|3688",0.419163895012091,8.73230274297658,2.3883749897508e-06,2.58821861134219e-05
"NES|10763",0.765915279860753,5.24904542490503,2.39591991747689e-06,2.59456897392593e-05
"CRYGN|155051",1.28268055848385,-0.330885577567979,2.40221565426069e-06,2.59955859873228e-05
"KDM6B|23135",0.530852932644423,6.17655260112803,2.40652892077536e-06,2.6023973912233e-05
"BRCC3|79184",-0.432163451917786,5.0489910352427,2.41488792103747e-06,2.60960414709165e-05
"CPE|1363",0.832946389105012,6.4736342241804,2.42669744329884e-06,2.62052692351745e-05
"ADAM15|8751",-0.460380540826432,7.38576872196198,2.4326936401237e-06,2.62516113274456e-05
"ARL6IP1|23204",-0.451624719364008,8.36193945620465,2.44365408520218e-06,2.63514210490395e-05
"SLBP|7884",-0.502052789940541,6.44804911834479,2.47188956391022e-06,2.66372480018569e-05
"CLTA|1211",-0.41813560223636,7.7226410328187,2.47798684732765e-06,2.66842793440549e-05
"MUC5B|727897",1.80233933069717,6.01991835432741,2.48163059343272e-06,2.66886071255489e-05
"PATL2|197135",-1.15674417984779,0.0648240430863378,2.48185501680538e-06,2.66886071255489e-05
"GJC2|57165",1.04319181125081,2.72745068913406,2.50246900350268e-06,2.68915004779747e-05
"SPTBN1|6711",0.467506526408307,7.71252730221276,2.51002268258029e-06,2.69538628236081e-05
"EMILIN3|90187",1.30764131580425,1.86962221951564,2.55701056310315e-06,2.74393070809933e-05
"SGIP1|84251",0.999374004086941,-0.0363659153382149,2.58468470193653e-06,2.77169635968806e-05
"ORC4L|5000",-0.37743319082136,5.58438316960462,2.58781928114992e-06,2.77312659084395e-05
"FERMT2|10979",0.469825064213034,5.81209926647649,2.62428647285013e-06,2.80913754500504e-05
"HAUS1|115106",-0.577476463113565,3.93453754616698,2.6250723600638e-06,2.80913754500504e-05
"RIMBP2|23504",1.50446060161021,2.84175119641341,2.62889139163134e-06,2.81127073192576e-05
"RUVBL1|8607",-0.374675023111415,6.47355403796169,2.6477246687444e-06,2.82944567480881e-05
"MXD3|83463",-0.531795825779125,4.34391923353971,2.66309693180236e-06,2.84389942113901e-05
"DIO2|1734",1.55291079053783,2.48681195176128,2.67045216370718e-06,2.84977774559438e-05
"C19orf24|55009",-0.542639764589483,5.30192919200735,2.685633209401e-06,2.86245816269739e-05
"AK3|50808",-0.498067125142934,6.50586787996149,2.68605237034725e-06,2.86245816269739e-05
"SNRPB|6628",-0.508782673111294,8.26513552312096,2.70793555800746e-06,2.88378282557102e-05
"MED31|51003",-0.549360593341113,3.06202283677017,2.71770267645088e-06,2.89218407150429e-05
"C7orf11|136647",-0.418541716904736,4.97695834356868,2.73851378103149e-06,2.91231862666463e-05
"RNF144A|9781",0.610135903547707,5.43902562092856,2.74764828056064e-06,2.92001627828525e-05
"ACY3|91703",-1.42258192692009,2.179474557332,2.75192967985336e-06,2.92254932000427e-05
"CMC1|152100",-0.582781653036335,4.03057717270486,2.75512704972445e-06,2.92392842444568e-05
"ANKRD58|347454",-0.709790936146972,0.411299307422994,2.80626840754599e-06,2.97615201155652e-05
"CLN3|1201",-0.403070993362106,6.04330935532591,2.80907765393342e-06,2.97708099056578e-05
"GDF6|392255",1.25900600679567,0.346804207699751,2.81187846317373e-06,2.9779997561494e-05
"TIPIN|54962",-0.470962985801818,2.59733648964524,2.81753841999176e-06,2.98194323913767e-05
"FAM19A5|25817",1.18256580521136,2.47000524267849,2.83729750546365e-06,3.00079287682931e-05
"PDZRN4|29951",1.3631662666152,0.184294794840502,2.84171477313658e-06,3.00340190744888e-05
"TRAF3IP3|80342",-0.630457367334183,1.37595282744647,2.84976647149422e-06,3.00984594612754e-05
"THBS4|7060",1.27849043856541,3.79645402537112,2.86760387938258e-06,3.02660946803374e-05
"OAS2|4939",-0.960523237541013,7.39392699723146,2.87298305448005e-06,3.03021000383139e-05
"WSCD1|23302",1.17307217108737,0.863719027845855,2.88051314195924e-06,3.0360726812478e-05
"CCDC90A|63933",-0.450225652346368,4.90130683070986,2.88519783213278e-06,3.03893032948103e-05
"FOXRED1|55572",-0.466846765574102,4.99611050088603,2.90021962843239e-06,3.05266452892894e-05
"LAMA2|3908",0.992283861296188,3.34994904480421,2.91570473942423e-06,3.06686730070996e-05
"SYNGR2|9144",-0.571842500347211,8.39115912645235,2.92419034785359e-06,3.07369332195205e-05
"SSBP1|6742",-0.465510869734217,6.23208954523222,2.95510507647326e-06,3.10406978667202e-05
"PTH1R|5745",1.37873914730683,1.05305531310701,2.96114066168329e-06,3.10828936941111e-05
"UNC50|25972",-0.345440316469825,5.34792031199023,2.9912143277805e-06,3.13771862625967e-05
"C11orf67|28971",-0.818894233125522,3.65052090901129,2.99712229236857e-06,3.14177577809282e-05
"CDKN2BAS|100048912",-1.14325989960329,0.599827769425819,3.01425852899695e-06,3.15610607550062e-05
"TNFSF13|8741",-0.536021769076032,5.7035358351291,3.01489190016326e-06,3.15610607550062e-05
"NCF1|653361",-0.772141825932859,3.08682620300384,3.03351639299652e-06,3.17344557987455e-05
"SNRPG|6637",-0.525472560550186,5.01162510338564,3.03758203667488e-06,3.17554146522448e-05
"STX2|2054",0.597961246315334,3.33031430073993,3.04283997651348e-06,3.17888010843495e-05
"DZIP1L|199221",0.867977699146101,1.5392677653276,3.05001167694556e-06,3.18421219073116e-05
"LOC81691|81691",-0.643117958832357,2.99699695978637,3.07300610920719e-06,3.20604478832531e-05
"NCF1C|654817",-0.870975534271707,1.29214015644097,3.09963204595053e-06,3.23163397939012e-05
"DPM3|54344",-0.719217415975405,5.36466373547523,3.11249442580555e-06,3.24284855635857e-05
"CCNB3|85417",-1.09621574993279,0.515261682737885,3.12427768313274e-06,3.25292441126173e-05
"TYMS|7298",-0.701822893950865,5.82957177237315,3.14707327014e-06,3.27444468154634e-05
"CXCR3|2833",-0.95796160263145,2.01369762460901,3.16991393283513e-06,3.29412547888626e-05
"MRPS18C|51023",-0.453665965588686,4.07710213484663,3.17026687428368e-06,3.29412547888626e-05
"ST8SIA1|6489",1.01654878029364,1.30173873112919,3.17738745371159e-06,3.29929800402594e-05
"DRG1|4733",-0.461093625760859,6.01303948683142,3.1800676011496e-06,3.29985586186676e-05
"HBXIP|10542",-0.478872458898837,6.70122014759493,3.23024392541674e-06,3.3496650644776e-05
"GRAMD1C|54762",-0.789261714845375,3.91394608495105,3.30748693102649e-06,3.42745566964178e-05
"UBASH3A|53347",-1.09550907096862,-0.101913532867282,3.31411519246493e-06,3.43201478471872e-05
"SOD1|6647",-0.478904087032694,7.46148695734264,3.32143362517199e-06,3.43728201572739e-05
"CRY2|1408",0.384032981787816,4.89082810201956,3.33257375833985e-06,3.44649451341003e-05
"ZNF219|51222",0.69530075443697,6.15657394241478,3.33701436412538e-06,3.44877075121924e-05
"SMARCA1|6594",0.541830341376744,5.27339075871618,3.35704577910659e-06,3.46714607327045e-05
"SLC25A12|8604",-0.380888392402001,4.83931763045588,3.36363521972519e-06,3.47162324051932e-05
"ORMDL1|94101",-0.393434204384274,5.51785313039854,3.37885079753827e-06,3.48499152252457e-05
"C17orf75|64149",-0.48682327215945,3.43329747891854,3.38763027770416e-06,3.49170807539266e-05
"C12orf53|196500",1.50278741301719,3.24769589769679,3.39946831338378e-06,3.50156605737771e-05
"HADH|3033",-0.509117149963741,6.18040239402334,3.45239175220515e-06,3.55370191124379e-05
"BRP44L|51660",-0.503636032141208,4.6910392002079,3.45901676419267e-06,3.55814289591202e-05
"PFN1|5216",-0.412824017909924,9.76256279361223,3.47257704913637e-06,3.56970720825441e-05
"MX1|4599",-0.978560564587157,8.04786756519887,3.49982147554655e-06,3.59531360253111e-05
"APP|351",0.480034922914433,9.55792452377417,3.51330798546846e-06,3.60676197788192e-05
"ZNF853|54753",0.577780882289357,4.94978350919107,3.51794074449736e-06,3.60911189370518e-05
"SEMA3G|56920",0.863049931054682,2.52052494046119,3.52234031496565e-06,3.61121960786658e-05
"C7orf40|285958",-0.513327744676546,4.3705744513711,3.56755473784187e-06,3.65514141104638e-05
"NFKBIA|4792",-0.535967652051573,7.43007714974339,3.5816857433582e-06,3.66717943896096e-05
"FAM26E|254228",0.854867138983163,1.64866052244272,3.58877876098219e-06,3.67200027510729e-05
"ATP5A1|498",-0.478992192313096,8.7454461653434,3.59628601200862e-06,3.67640869224847e-05
"CSF1|1435",-0.737215467530601,6.60473638267286,3.59786213339726e-06,3.67640869224847e-05
"GPSM1|26086",0.638296434341724,4.91423544576142,3.631561541478e-06,3.70838303562465e-05
"BTBD19|149478",0.972941845405829,1.34799531968628,3.65837393526338e-06,3.73328696018031e-05
"BOLA1|51027",-0.557667427751108,4.090375197745,3.67813895983039e-06,3.75097098294226e-05
"DPP6|1804",1.90516933481351,2.31631255727191,3.68234199577969e-06,3.75277196512319e-05
"CCDC8|83987",0.636790944825573,6.22883516157862,3.74637942715536e-06,3.81530640394944e-05
"FMR1|2332",-0.472609869341624,6.63556386311492,3.74865808765212e-06,3.81530640394944e-05
"TUBA1A|7846",0.683534327345782,8.30488952953236,3.75654994461627e-06,3.82081324948124e-05
"TIMM8A|1678",-0.453274496166436,3.19068195874347,3.77931797272439e-06,3.84143349584045e-05
"RNF31|55072",-0.365086910559084,6.40577070467699,3.78923476353028e-06,3.8489726994461e-05
"TMEM194B|100131211",-0.558736922364668,3.22626365502109,3.81614888260704e-06,3.87375587628647e-05
"SPSB4|92369",1.40584760045944,1.4132533428309,3.87391450688187e-06,3.92980299680329e-05
"C15orf63|25764",-0.584958423058857,5.62508756090913,3.88641867467558e-06,3.93989211134492e-05
"SIRT5|23408",-0.434255758100362,5.13828026879011,3.91116015649935e-06,3.96236547696931e-05
"C9orf82|79886",-0.435777974107881,4.71682829370315,3.91949639226614e-06,3.96795715574239e-05
"GLIPR1|11010",0.519651651139843,4.43462767364307,3.92183310022723e-06,3.96795715574239e-05
"HIBADH|11112",-0.491968065414596,5.98950956445844,3.93705949559588e-06,3.98074715513336e-05
"PSMG4|389362",-0.585794707053952,3.5539806115123,3.97760643412767e-06,4.01910508393254e-05
"ABLIM3|22885",0.765743185907772,2.02476066857415,3.98128029748592e-06,4.02017936399906e-05
"LRRTM4|80059",1.88328851513119,0.139986535073645,3.98586180683172e-06,4.02216814963313e-05
"SLC39A13|91252",0.342051160078895,5.99828514060558,4.0791546742902e-06,4.1136151165288e-05
"MRPL9|65005",-0.356298786742846,6.32785371636741,4.16920641948785e-06,4.20046635678756e-05
"C11orf83|790955",-0.526240945989774,4.9501067284131,4.17073385254119e-06,4.20046635678756e-05
"DGKD|8527",0.456540294779516,4.47820538688498,4.18383536149371e-06,4.2109072373622e-05
"TNFAIP8L2|79626",-0.666610577326477,2.21274393089379,4.23809468444554e-06,4.26273155099784e-05
"SNRNP40|9410",-0.397412553104845,5.64096713228642,4.24731675574371e-06,4.2692187155155e-05
"WDR45|11152",-0.538547392788187,6.23945496248405,4.25406816685901e-06,4.27148015713352e-05
"SUFU|51684",0.413528145806446,5.34635657292069,4.25511433277668e-06,4.27148015713352e-05
"TFEC|22797",-0.684196653753948,2.84197938949779,4.30758531381213e-06,4.31931737524845e-05
"PSMG2|56984",-0.378319845758858,6.03288373217516,4.30837813389286e-06,4.31931737524845e-05
"CYP4B1|1580",-1.46005188843528,6.53786785610009,4.32496473033392e-06,4.33312504114588e-05
"TOR3A|64222",-0.399231842541167,5.6434936942059,4.36546810693065e-06,4.37086107793401e-05
"CKS2|1164",-0.69193924657068,5.94202043325558,4.37435871434263e-06,4.37682630505263e-05
"KCNA6|3742",1.22666031320403,0.989855547584024,4.37711053300932e-06,4.37682630505263e-05
"ZNF462|58499",0.74677488377422,4.65063880582402,4.38884368208435e-06,4.38571082806079e-05
"MRPL4|51073",-0.565742030399913,7.20159389681472,4.39984241952036e-06,4.3938504162253e-05
"DYDC2|84332",-0.94739237928008,2.12224469979933,4.42631732987074e-06,4.41742453419829e-05
"PAR5|8123",1.14116469171351,-0.755297533324407,4.43804954104387e-06,4.42503836124392e-05
"CXCR6|10663",-0.920772730941002,1.75210188293663,4.43969366070645e-06,4.42503836124392e-05
"BCAS1|8537",1.52442195318156,0.648452032530561,4.48453592992437e-06,4.46684144792402e-05
"C1orf203|84852",-0.576915171594433,2.16261067541674,4.49360642695886e-06,4.47298289390689e-05
"RBBP8|5932",-0.586767039735491,5.93847395122481,4.52006763063943e-06,4.49641611396748e-05
"GSTA1|2938",-1.81582612206131,3.12435610549046,4.53682630370889e-06,4.50810565228379e-05
"GNLY|10578",-1.29893539650467,2.82443169998476,4.53767371974795e-06,4.50810565228379e-05
"KIF2C|11004",-0.600291030223514,5.49162313560354,4.58773691430035e-06,4.55490398087112e-05
"DDX39|10212",-0.63541290123343,6.76490911183252,4.63089946405399e-06,4.59479515766543e-05
"KIAA1462|57608",0.900664083152661,5.51547388615039,4.66168167832499e-06,4.62235905759991e-05
"PTTG1|9232",-0.668262591534794,5.65649323842937,4.6663848251225e-06,4.62404504002969e-05
"CENPW|387103",-0.964367378150735,4.59348282324694,4.75003128885568e-06,4.70390558309251e-05
"SPRY4|81848",0.806795787562457,5.61444978928465,4.76078590346535e-06,4.71152584366729e-05
"TACO1|51204",-0.435495839639983,4.50489236066896,4.7661748020136e-06,4.71382952962154e-05
"ENSA|2029",-0.380497208605301,7.32957186310557,4.79045111725603e-06,4.73479825125966e-05
"SPHK1|8877",0.767750134081854,3.38905186757712,4.81371396498791e-06,4.75473902160673e-05
"FBXO5|26271",-0.515556995747989,4.12984213260305,4.88821922203979e-06,4.82476267061631e-05
"NME1|4830",-0.589588724687959,6.9572226947678,4.89087247797394e-06,4.82476267061631e-05
"APEX2|27301",-0.362540254403781,5.72378601341804,4.92669993439913e-06,4.8569943847511e-05
"BACH2|60468",0.887698600863123,2.17213956696774,4.96575719056507e-06,4.89236692114597e-05
"NUDT11|55190",1.03672971965815,1.07646427835566,4.97891372473093e-06,4.90219261170918e-05
